,MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
17266,,,,,0.0,,,,,0.0,,,,,,,,CID674491,CS(=O)(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1
17267,,,,0.0,,,,0.0,,,,,,,,0.0,,CID88499,O=C1COc2cccnc2N1
17268,,,,,,,,,,,,,,,0.0,,,CID1301411,Cc1ccc(S(=O)(=O)c2nc(NCc3ccc4c(c3)OCO4)sc2Cl)cc1
17269,,,0.0,0.0,,,,,,,0.0,,,,,,,CID1266461,CC(C)Nc1nc(N(c2ccccc2)c2ccccc2)nc(-n2ccnc2)n1
17270,0.0,,,0.0,,,,,,,0.0,,,,,,,CID1266460,COc1ccc(OC)c(S(=O)(=O)N(C)CC(=O)Nc2cc(Cl)ccc2OC)c1
17271,,,,,,,,,,,,,,,0.0,,,CID5348455,C(=C/c1nc(-c2cccnc2)no1)\c1ccccc1
17272,,,,,,,,,,,,,,,0.0,,,CID2904408,CCOC(=O)C1CCCN(C(=O)c2cccc([N+](=O)[O-])c2C)C1
17273,0.0,,,,0.0,,,,,0.0,,,0.0,,,,0.0,CID1301415,CN(CC(=O)N1CCc2ccccc21)S(=O)(=O)c1ccc(Cl)cc1
17274,,,,,,,,,,,,,,0.0,,,,CID676895,O=[N+]([O-])c1ccccc1S(=O)(=O)NCc1ccco1
17275,0.0,,,0.0,,,,,,,,,,,,,,CID2223900,CC(C)NS(=O)(=O)c1ccc(OCC(=O)Nc2ccc3c(c2)OCO3)c(Cl)c1
17276,,,,,,0.0,,,,,,,,,,,,CID878358,CCOC(=O)c1sc(C)c2c(=O)n(CCc3ccccc3)nnc12
17277,,,,,,,,,,,,,,,0.0,,,CID676892,Cc1occc1C(=O)N/N=C/c1cccs1
17278,,,,,,,,,,0.0,,,,,,,,CID804849,COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1OC
17279,,,,,,0.0,,,,,,,,,,,,CID5768680,O=C(CSC1=NN/C(=C2/C=Nc3ccccc32)O1)c1ccccc1
17280,,,,,,,,,,,,,,,,0.0,,CID5310492,CCSc1nnc(NC(=O)CSC2=NN/C(=C3\C=Nc4ccccc43)N2C)s1
17281,,,,,,,,,0.0,,,,,,,,,CID2969946,O=C(NCCCn1ccnc1)NC(C(F)(F)F)C(F)(F)F
17282,,,,,,,,,,0.0,,,,,,,,CID856031,Clc1ccc(CSc2nnc(-c3cccnc3)o2)cc1
17283,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,CID2978623,COc1cc(S(=O)(=O)NC2CCCCC2C)ccc1Cl
17284,,,,,,,,,,,,,,0.0,,,,CID4117728,O=C(Nc1cc2c(ccc3ccccc32)oc1=O)C1CCCCC1
17285,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,0.0,,CID2307665,CCOC(=O)c1c(C)n(C)c2ccc(OC(=O)c3ccoc3)cc12
17286,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,CID1091094,CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)OCO3)cc1
17287,,0.0,,0.0,,,0.0,,,,,,,,,0.0,0.0,CID655161,CC1Cc2ccccc2N1C(=O)CSc1nnc(CSc2ncccn2)n1C
17288,,,,,,,0.0,,,,,,,,0.0,,,CID891137,O=C(COC(=O)CCc1c[nH]c(=O)[nH]1)Nc1cccc(Cl)c1
17289,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,CID655166,CCCCOc1ccc(CSc2nncn2N)cc1
17290,,,,,,0.0,,,,,,,,,,,,CID891134,CC(C)C(=O)Nc1cccc(C(=O)Nc2nnc(C(C)(C)C)s2)c1
17291,,,,,,,,,,,,,,0.0,,,,CID973497,CC1(C)NC(=O)N(CCSc2ccc(Cl)cc2)C1=O
17292,,,,,,,,,,,0.0,,,,,,,CID4117725,COc1ccccc1C(=O)Nc1cc2c(ccc3ccccc32)oc1=O
17293,,,,,,,,,0.0,,,,,,,,,CID4117727,O=C(Nc1cc2ccccc2oc1=O)C1CCCCC1
17294,0.0,0.0,,,0.0,,,0.0,,,,,,,,0.0,,CID648827,COc1ccc(-n2c(SCC#N)nnc2-c2cccnc2)cc1
17295,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,CID2532010,Cc1ccc(-n2c(C)cc(C(=O)CSc3nncs3)c2C)cc1
17296,,,,,,,,,,,,,,,0.0,,,CID3287831,O=C(Nc1ccc(-c2nnc3n2CCCCC3)cc1)c1cnccn1
17297,,,,,,,,,0.0,,,,,,0.0,,,CID1848746,CC(/C=N/NC(=O)c1cccnc1)=C\c1ccco1
17298,,,,,,,0.0,,,,0.0,,,,0.0,0.0,,CID666455,Cc1nnc2sc(-c3cccc4ccccc34)nn12
17299,,,,,,,,,,,,,,0.0,,,,CID4915925,Cc1cc(CNC(=O)COc2ccc(C)c(C)c2)c2ccccc2n1
17300,,,,,,,,,,,,,,0.0,0.0,,,CID702210,Cc1c(C(=O)N2CCC(C)CC2)cccc1[N+](=O)[O-]
17301,,0.0,,,,,,,,,,,,,,,,CID666457,Cn1c(=O)c2c(nc(CN3CCC(C(N)=O)CC3)n2Cc2ccccc2F)n(C)c1=O
17302,,,,,,,,,,,,,,0.0,,,,CID826263,Cc1nc(OCc2ccccc2)c2ccccc2n1
17303,,,,,,,,,0.0,0.0,0.0,,,,,,,CID2936650,Cc1cccc(NC(=O)C2CC(=O)n3cnnc3S2)c1
17304,,,,,,,,,,,,,,0.0,,,,CID1514008,COc1ccc(COC(=O)Nc2c(SC)nsc2SC)cc1
17305,,,,,,,,,,0.0,,0.0,,,,,,CID866253,Cc1ccc2c(c1)N(CC(=O)NCc1ccco1)C(=O)CO2
17306,,,,,,,,,,0.0,,,,,0.0,,,CID2893926,O=C(Nc1ccc(F)cc1)N1CC2CC(C1)c1cccc(=O)n1C2
17307,,,,,,,,0.0,,0.0,,,,,,0.0,,CID1095430,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3CCOCC3)cc2)cc1
17308,,,,,,,,,,,,,,0.0,,,,CID2164052,Cc1cc(Cl)ccc1OCC(=O)NCCCCc1ccccc1
17309,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,CID658374,CCCOCC(O)COc1ccccc1C(=O)N1CCOCC1
17310,,,,,,,,,,,,,,0.0,,,,CID712520,O=Cc1cn(CC(=O)N2CCCc3ccccc32)c2ccccc12
17311,,,,,,,,,,,,,,0.0,,,,CID2783649,CC1=[N+](C)c2ccc3ccccc3c2C1(C)C
17312,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,CID658370,Cc1cc(C)n(-c2nc3ccccc3nc2N2CCCCCC2)n1
17313,0.0,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,CID658372,Cc1nc(=O)c(-c2ccccc2)c(C)n1-c1cccc(C(=O)O)c1
17314,0.0,,,,,,,,0.0,,0.0,,,,0.0,,0.0,CID658373,CCCNC(=O)c1cccc(Cn2nc(C)c(Br)c2C)c1
17315,,,,,,,,,0.0,,0.0,0.0,,,,,,CID658378,CCc1[nH]nc2c1C(c1ccc(Br)s1)C(C#N)=C(N)O2
17316,,0.0,,,0.0,,,0.0,,,,,,,,0.0,,CID2950238,COc1ccc(OC)c(C2C(C(=O)c3cccs3)=C(O)C(=O)N2c2cc(C)on2)c1
17317,,0.0,,0.0,,,,,,,,,,,,,,CID225170,CCn1c(N)nc2c1c(=O)n(C)c(=O)n2C
17318,,,,,,,,,,,0.0,,,,,,,CID2428020,CCNC(=O)CSc1nc2ccccc2c(=O)n1-c1cc(OC)ccc1OC
17319,,0.0,,0.0,,,,0.0,,,,,,,,0.0,0.0,CID1250092,Cn1cnnc1-c1cccc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)c1
17320,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,CID3236990,O=C(c1ccccc1)c1cccn1CC(=O)N1CCCCCC1
17321,,,,,0.0,,,,,,0.0,,,,,,,CID3236991,CCC1CCCCN1C(=O)Cn1c(=O)n(CCC(=O)NCc2ccco2)c(=O)c2sccc21
17322,,0.0,,,,,,0.0,,,,,,,,,,CID645183,CN(C(=O)C1CCOC1)c1nnc(-c2cccnc2)s1
17323,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,CID645182,CCCn1c(O)c(C(=O)Nc2ccccc2)c(=O)c2c1CCCC2
17324,,,,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,CID645185,COC(=O)c1cccc(NC(=O)CSc2nc3cccnc3n2C)c1
17325,,,,,,,0.0,,,,0.0,,,,,,,CID645184,O=C(NCC(=O)N(CC1CCCO1)C(C(=O)NC1CCCC1)c1cccnc1)c1ccco1
17326,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,,,,CID645187,O=C(CSc1nnnn1C1CCCC1)N1CCCc2ccccc21
17327,,,,,,,0.0,,,,,,0.0,,,,,CID3236997,CCOC(=O)c1[nH]c(C)c(C(=O)NC2CCN(C(=O)OCC)CC2)c1C
17328,,,,,,,,,,,,0.0,,,,,,CID3236998,C=C(C)Cn1c(CCNC(=O)CC)nc2ccccc21
17329,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,CID645188,Cc1cc(C)c2c(N)c(S(=O)(=O)Cc3ccccc3)sc2n1
17330,,,,,,,,,,,,,,,0.0,,,CID7150700,Cc1cc(OC(=O)C(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c(=O)[nH]1
17331,,,,,,,,,,,,,,0.0,,,,CID79416,O=C(O)c1cc(Cl)c2ccccc2c1O
17332,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,CID699083,Cc1n[nH]c(SCCN2C(=O)c3ccccc3C2=O)nc1=O
17333,,,,,,,,,,,,,,0.0,,,,CID16189457,CCOC(=O)c1ccc(NC(=O)CC2C(=O)OCCN2CC)cc1
17334,,,,0.0,,,0.0,,,0.0,0.0,,,,,0.0,,CID79419,CC(=O)Nc1cc(-c2ccccc2)ccc1O
17335,,,,,,,,,,,,,0.0,,,,,CID79418,C1CNC2NCCNC2N1
17336,,,,,,,,,,,0.0,,,,,,,CID2937302,O=C(C1Cc2ccccc2CN1S(=O)(=O)c1cccs1)N1CCCCC1
17337,,,,,,,,,,,,,,,0.0,,,CID1348872,Cc1ccc(OCC(=O)NC(=S)Nc2cccc(NC(=O)c3ccccc3Cl)c2)cc1
17338,,,,,,,,,,0.0,,,,,,,,CID5136280,CCCCCCCCC(=O)N/N=C(\C)c1cccnc1
17339,,,,0.0,,,,,,,,,,,,,,CID900091,CCOC(=O)CSc1nccc(N(C)C)c1C#N
17340,,,,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,CID2960611,O=C(CC1COc2ccccc2O1)NCc1ccccc1
17341,,,,,,,,,0.0,,,,,,,,,CID1312969,O=C(NCCC(c1ccccc1)c1ccccc1)c1ccc(Br)o1
17342,,,,,,0.0,,,,,,,,,,,,CID6538519,CCN1C(=O)N/C(=C/c2ccc(Sc3ccc(C)cc3)o2)C1=O
17343,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,,,,CID2229995,COc1ccc(S(=O)(=O)N(C)CC(=O)N2CCC(C)CC2)cc1Cl
17344,,,0.0,0.0,,,,,,,0.0,,,,,,,CID2229996,c1ccc(-n2c(SCc3nc(-c4cccs4)no3)nnc2-c2ccco2)cc1
17345,,,,,,,,,,,,,,0.0,,,,CID16193480,CCOC(=O)c1ccc(NC(=O)NCc2c(C)nn(CC)c2C)cc1
17346,,,,,0.0,,,,0.0,,,,,,,,,CID3553889,COCCNC(=O)CN1C(=O)CSc2cc(S(=O)(=O)N3CCCCCC3)ccc21
17347,,,0.0,,,,,,0.0,,,,,,0.0,,0.0,CID2227105,COc1ccc(CCNC(=O)c2cnn3cccnc23)cc1OC
17348,,0.0,,,0.0,,,,,,,,,,0.0,,,CID2548672,Cc1cc(C)n2c(SCC(=O)Nc3cc(C)on3)nnc2n1
17349,,,,,,,,,,,,,,,0.0,,,CID2096767,O=C(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
17350,,,,0.0,0.0,,,,,,,,0.0,,,,,CID658950,CN1CCc2c(sc3c2c(=O)n(-c2ccccc2)c2nnc(SCc4ccccc4)n32)C1
17351,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,CID658951,Cc1ccc(NC(=O)Cn2nc(C)c3ccccc3c2=O)cc1
17352,,,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,CID658952,CC1(C)Cc2c(c(-c3ccccc3)nc(N3CCCC3)c2C(N)=O)CO1
17353,,0.0,,,,,0.0,,,,,,0.0,,,,,CID658953,Cc1nnc(NCc2n[nH]c(=O)c3ccccc23)c2ccccc12
17354,0.0,,0.0,,0.0,,,,,,,,0.0,,,,0.0,CID658954,CCCCc1c(O)n(-c2ccccc2C)c(SCC(=O)N2CCCCC2)nc1=O
17355,,,,,,,,,,,0.0,0.0,,,,0.0,,CID658955,CC1CN(C(=O)N2c3ccccc3Sc3ccccc32)C(C)CC1=O
17356,,,,,,,,0.0,,,0.0,,,,,,0.0,CID658956,CCCCC1CC1C(=O)Nc1ccc(OC)c(OC)c1
17357,,,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,CID658957,CC1(C(=O)O)CCC(C(=O)NC2CCCCCC2)C1(C)C
17358,0.0,,0.0,0.0,,,0.0,,,,,,,,,,0.0,CID658958,O=c1c2c3c(sc2n2cnnc2n1Cc1ccccc1)CN(Cc1ccccc1)CC3
17359,,0.0,,,0.0,,,,,,,,0.0,,,,0.0,CID658959,CN(C)c1ccc(/C=N/CC2(O)CCOC(C)(C)C2)cc1
17360,,,,,,,,,0.0,0.0,,,,,,,,CID2769278,CN(C)S(=O)(=O)c1ccc(-c2csnn2)s1
17361,,,,,,,,,,,,,,0.0,,,,CID5296435,COc1ccc(C2CC(=O)N=C3NNC(c4ccccc4)=C32)cc1OC
17362,,,,,,0.0,,,,,,,,,,,,CID2883763,CCCCOc1ccc(C2NC(=O)NC(C)=C2C(=O)OCC)cc1
17363,,,,,,,0.0,,,,,,0.0,,,,0.0,CID776896,Cc1cccc(NS(=O)(=O)c2ccccc2)n1
17364,,,,,,,,,,,,,,0.0,0.0,,,CID2330442,O=C(Nc1cccnc1)C1CCN(S(=O)(=O)c2cccs2)CC1
17365,,0.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,CID663468,Cc1ccc(C(=O)Nc2ncc3c(n2)CC(c2ccco2)CC3=O)cc1
17366,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,CID3241288,O=C(Nc1ccccc1)N1CCn2c(nc3ccccc32)C1
17367,,0.0,,,0.0,,,0.0,,,,,,,,,0.0,CID3237028,CCCCCNC(CC(=O)Nc1ccc(OC)cc1)C(=O)O
17368,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,CID3237027,COc1ccc(OC)c(NC(=O)C2CCCN(S(=O)(=O)c3cccc4nsnc34)C2)c1
17369,,,,,,,,,,,0.0,,,,,,,CID3237026,O=C(NCc1cccs1)c1cccnc1C(=O)O
17370,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,CID3241284,Cc1nn(C)c(C)c1S(=O)(=O)N1CCCC(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)C1
17371,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,CID3237024,Cc1ccc(CS(=O)(=O)CCC(=O)N2CCOCC2)cc1
17372,,,,,,,,,,,0.0,,,,,,,CID3157932,O=S(=O)(Nc1nc2ccccc2[nH]1)c1ccc2ccccc2c1
17373,,0.0,,,,,,0.0,,,,0.0,,,,,,CID3241283,O=C(CCc1nc(-c2ccccc2F)no1)Nc1ccc(Oc2ccccc2)cc1
17374,,,,,,,0.0,0.0,0.0,,,,,,,0.0,,CID3237021,Cc1ccc(CS(=O)(=O)CCC(=O)NCC2CCCO2)cc1
17375,,,,,0.0,,,,,,0.0,,,,,0.0,,CID3237020,CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc2)cc1
17376,,0.0,,,0.0,,,,,,0.0,,,,,,,CID2531739,Cc1cc(C(=O)CSc2nnc(-c3ccccc3)n2-c2ccccc2)c(C)n1-c1ncn[nH]1
17377,0.0,,,0.0,,,,,,,,,,,,,,CID3236378,CC(C(=O)O)N1C(=O)CSc2ncccc21
17378,,0.0,0.0,,,,,,,,,,,,,,,CID3236379,CCCCC(CC)CNC(=O)CCS(=O)(=O)c1cccc2nsnc12
17379,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,CID3242739,O=C(c1cnc2ccccn2c1=O)N1CCCc2ccccc21
17380,,0.0,,,,,,,,,,,,,,,,CID3242738,CN(CC(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cnc[nH]1
17381,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,CID3242737,CCOc1ccc(CCNC(=O)C(CC)n2nc(C)n3c(cc4sccc43)c2=O)cc1OCC
17382,,0.0,,,,,,,,,,,,,,,,CID3242736,O=C(NCc1ccco1)c1cccn2c(=O)c3sccc3nc12
17383,,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,CID3242735,CCC(=O)N1CCc2cc(S(=O)(=O)NCCC(=O)Nc3cc(C)cc(C)c3)ccc21
17384,,,,,,,,0.0,,,,,,,,,,CID3242734,CCOC(=O)c1[nH]nc2c1C(=O)N(Cc1ccccc1)C2=O
17385,,,0.0,,0.0,,,,,,,,,,,,,CID3242733,COc1ccc(NC(=O)Nc2cccs2)cc1OC
17386,,,,,,,,,,,,0.0,,,,,,CID3212603,COc1ccc(C(=O)Nc2nnc(-c3cccs3)s2)cc1
17387,,,,,,,,0.0,0.0,,,,,,,,,CID3242731,O=C(CC1CCCCC1)OCn1nnc2ccccc2c1=O
17388,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,CID3236373,O=C1c2cccc3c(Cl)ccc(c23)C(=O)N1O
17389,,,,,,0.0,,,,,,,,0.0,,,,CID3814070,CCSc1nc2sc3c(c2c(=O)[nH]1)CC(C)(CC)OC3
17390,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,CID2162841,CCOCC(=O)Nc1cccc(NC(C)=O)c1
17391,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,CID974925,Cc1cccc(-c2nnc(-c3ccc(N)cc3)o2)c1
17392,,,,,,,,,,,,,,,0.0,,,CID974922,CCOC(=O)c1ccc(NC(=O)CCOc2ccc(OC)cc2)cc1
17393,,,,,,,,,,,,,,,0.0,,,CID9550475,COC(=O)C(CCSC)NC(=O)Cn1ncc2c(=O)oc3ccccc3c21
17394,,,,,,,,,,,,,,,0.0,,,CID9550476,CN1CCN(C(=O)C2CC(c3ccc(F)cc3)=NO2)CC1
17395,,,,,,,,,,,,,,0.0,,,,CID823801,CC(C)CC(=O)NC(=S)Nc1ccc(N2CCOCC2)cc1
17396,,,,,,0.0,,,,0.0,,,,,,,,CID9550470,COc1cc(OC)cc(-c2cc3nc(C)c(CCC(=O)NCc4ccco4)c(C)n3n2)c1
17397,,,,,,,,,0.0,,,,,,,,0.0,CID974928,Nc1nncn1C(=O)c1cc(Br)ccc1Cl
17398,,,,,,0.0,,,,,0.0,0.0,,,,,,CID1479292,Cn1nc(-c2ccccc2)c(COC(=O)c2cccc(Cl)c2)c1S(=O)(=O)c1ccccc1
17399,,0.0,,,,,,,,,,,,,,,,CID4204380,O=C(CN1CCN(Cc2ccccc2F)C1=O)NCc1cccnc1
17400,0.0,,,,,,,,0.0,,,,,,,,0.0,CID1131718,COc1ccc(CN2CCN(C(=O)c3cccs3)CC2)cc1Br
17401,,,,,,,,,0.0,,,0.0,,0.0,0.0,,,CID900630,COC(=O)c1cccc(NS(=O)(=O)c2ccc(OC)cc2)c1C
17402,,,,,,,,,,,,,,,0.0,,,CID683283,O=c1c2ccccc2c(-c2ccccc2)nn1-c1ccccn1
17403,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,CID1131710,COc1ccc(CN2CCN(C(=O)c3cccs3)CC2)c(OC)c1OC
17404,,,,,,,,,,,,,,0.0,,,,CID1510654,O=S(=O)(Cc1ccccc1)c1nc2ccccc2n1Cc1ccccn1
17405,,,,,,,,,,,,,,,0.0,,,CID5904335,Cc1nc2ccccn2c1C(=O)/C=C/c1cccc([N+](=O)[O-])c1
17406,,,0.0,0.0,,,,0.0,,,,,,,,,,CID610237,CC(=O)C1=C(O)C(=O)N(C)C1c1ccccc1F
17407,,,,,,,,,,1.0,,,,,,,,CID2123919,O=S(=O)(Nc1ncnc2sc3c(c12)CCC3)c1ccc2ccccc2c1
17408,0.0,,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0,CID647129,CCOC(=O)c1cccc(NC(=O)CSc2nnc(-c3ccoc3C)n2CC)c1
17409,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,CID647128,O=C(Nc1nccs1)c1c(O)n2c3c(cccc3c1=O)CCC2
17410,,,,,,,,0.0,,,,,,,,,,CID647125,CCc1nc2ccccc2c(=O)n1NC(=O)c1c(O)n2c3c(cccc3c1=O)CCC2
17411,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,CID647124,O=C1CCCc2c1cc(C(=O)Nc1ccc(Cl)cn1)c(=O)n2-c1ccccc1
17412,,,0.0,0.0,,,,0.0,,,,,,,,,,CID647127,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccc(C)o1
17413,,,,,,0.0,0.0,,,,,,,,,,0.0,CID647126,COc1ccc2nc(NCCCNC(=O)c3cc(OC)c(OC)c(OC)c3)c(C#N)cc2c1
17414,,,,,,,,0.0,,,,,,,,,,CID647121,CCCOC(=O)C1=C(C)NC2=C(C(=O)C(C(=O)OC)C(C)C2)C1c1ccc(N(C)C)cc1
17415,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,CID2096187,COc1ccc(CCNC(=O)Cn2c(=O)cnc3ccccc32)cc1
17416,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,CID647123,CC(C)C(=O)Nc1nnc(SCC(=O)NC2CC2)s1
17417,,0.0,0.0,0.0,,,0.0,,,,,,0.0,,,0.0,0.0,CID647122,COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1
17418,,,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,,CID655823,Cc1cc(C)c(C#N)c(SCc2ccccc2C(=O)O)n1
17419,,,,,,,0.0,,,,,,,,,,,CID655822,Cc1ccc(F)cc1NC(=O)C1CCN(c2cnccn2)CC1
17420,,,,,,,,0.0,,,,,,,,,,CID655821,CCn1c(N2CCN(CC(=O)Nc3cccc(C)c3C)CC2)nc2ccccc21
17421,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,CID655820,Cc1ccc(C)c(-n2c(SCC(N)=O)nnc2-c2ccccn2)c1
17422,,,0.0,,,,,,,,,,,,,,0.0,CID655826,CCOC(=O)CSc1nc2ccccc2n1CC(=O)N1CCN(c2ccccc2)CC1
17423,,,0.0,,,,,0.0,,,,,,,,,0.0,CID655825,COc1ccc(NC(=O)N(CCCN(C)C)Cc2cc3cc(OC)ccc3[nH]c2=O)cc1
17424,,,,0.0,,,,0.0,,0.0,,,,,,,,CID2766147,COC(=O)c1ccc2c(c1)NC(=O)C1CCCN21
17425,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,0.0,0.0,,CID655829,CCN(CC)c1ccc(C2NC(=O)NC(C)=C2C(=O)Nc2ccccc2)cc1
17426,,,,,,,,0.0,,,,,,,0.0,,,CID655828,O=C(OCC(=O)N1CCc2ccccc21)c1cccnc1
17427,,,,,,,,,,,,,,0.0,,,,CID4614751,CCS(=O)(=O)N1CCC(C(=O)NCCN2CCOCC2)CC1
17428,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,0.0,CID2998640,Cc1cc(C(=O)CSc2nnnn2-c2ccccc2)c(C)n1CC1CCCO1
17429,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,CID2998641,Cc1ccc(NC(=O)c2cccc(OCc3c(C)noc3C)c2)c(C)c1
17430,,,0.0,,,,,,,0.0,,,,,,,,CID3241828,CCOc1cc2[nH]c(=S)n(CCCN3CCN(C)CC3)c(=O)c2cc1OCC
17431,0.0,,,,,,,,,,,,,0.0,,,,CID3241829,Cc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCN(c3ccccc3)CC2)cc1
17432,,0.0,,,,,,,,,,,0.0,0.0,,,,CID2998644,O=C(CN1C(=O)C2CC=CCC2C1=O)Nc1nc2ccccc2[nH]1
17433,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,CID2998645,Cc1cccc(S(=O)(=O)NCCC(=O)OC(C)C(=O)NC(=O)NC2CCCCC2)c1
17434,,,,0.0,,,,,,,,,0.0,,,,,CID2998646,CN1CCCN(CC(O)COCc2cccs2)CC1
17435,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,CID2998648,CCN(C(=O)CSc1ccc2c(c1)OCCO2)C1CCS(=O)(=O)C1
17436,,,,,,,,,0.0,0.0,,0.0,,,,0.0,,CID3241823,Cc1c(C(=O)O)oc2ccc(S(=O)(=O)NCCC3=CCCCC3)cc12
17437,,,,,,,,,0.0,,,,0.0,,,,,CID3241820,CCCCN(CCCC)CCCNC(=O)CC1Oc2ccc(C)cc2NC1=O
17438,,0.0,,,,,,,,,0.0,,,,,,0.0,CID3241821,CCOC(=O)N1CCN(C(=O)C(CC)n2nc(C)c3sc4ccccc4c3c2=O)CC1
17439,,,0.0,,,,,,0.0,,,,0.0,0.0,,,,CID3241826,COC(=O)C1CCN(c2cc(=O)n(C3CCCCC3)c(=O)[nH]2)CC1
17440,0.0,,,,,,,,0.0,,0.0,,,,,0.0,,CID3241827,O=C(CCCN1C(=O)c2ccccc2C1=O)Nc1ccc(Br)cn1
17441,,,,,0.0,,,,0.0,0.0,,,,,,,,CID3241824,COc1ccccc1-n1c(=S)sc2c(=O)n(Cc3ccco3)c(SC)nc21
17442,,,,,0.0,,,,,,,0.0,,,,,0.0,CID3241825,COc1ccc2nc(NC(=O)C3CCCN(S(=O)(=O)c4cccc5nsnc45)C3)sc2c1
17443,,,,,,,0.0,,,,,,,,,0.0,0.0,CID737752,Cc1[nH]c(=O)c(C#N)c(C)c1Br
17444,,,,,,,,,,,,,0.0,,,,,CID2610226,CCOC(=O)NC(=O)CSc1nnnn1-c1ccc(Cl)cc1
17445,,,,0.0,,,,,,,,,0.0,,,,0.0,CID737750,Cc1cc(-c2cccs2)n[nH]1
17446,,,,,,,,,,,,,,,0.0,,,CID789646,CCC(=O)Nc1ccc(-c2nc3ccccc3c(=O)o2)cc1
17447,,,,,,,,,,,0.0,0.0,,,,,,CID737755,Cc1ccc(-n2nc3cc(C)c(NC(=O)c4cccnc4)cc3n2)cc1
17448,,,,,,0.0,,,,,,,,,,,,CID5722655,CCCOc1cc(N(CC)CC)ccc1/C=C(/C#N)c1nc2ccc(C)cc2[nH]1
17449,,,,,,,,,,,,,,,0.0,,,CID5738668,Cc1c(O)ccc2c3c(c(=O)oc12)CCC(C)C3
17450,0.0,,0.0,,0.0,0.0,,,,,,,,0.0,,,,CID2611574,COC(=O)c1ccc(CSc2nnc(Nc3ccccc3OC)s2)o1
17451,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,CID5389484,CCN(CC)CCN/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O
